gx,gy,n_violations,n_days_active,road_class,poi_demand,severity,criticality,lat,lon,top_station,peak_hour,dominant_poi,name,CIS,CIS_rank
17218,2885,6,4,1.6666666666666667,0.0,1.25,1.5166666666666666,12.98523155,77.48338009999999,Kamakshipalya,11,none,Magadi Main Road,11.736140337526507,1232
17267,2933,32,13,1.0,0.0,1.4625,1.2093749999999999,13.1993459875,77.703379575,Devanahalli Airport,11,none,Cargo Road,11.704684544512379,1233
17246,2904,6,2,1.1666666666666667,0.3333333333333333,1.1666666666666667,1.3499999999999999,13.07145395,77.60754321666667,Hebbala,12,poi_metro,KV Jairam Road,11.663918115304282,1234
17254,2864,3,3,1.0,0.0,2.1666666666666665,1.6333333333333335,12.890500548925402,77.64542914078706,HSR Layout,4,none,Kudlu Road,11.618457259101266,1235
17255,2892,3,3,1.0,0.0,2.1666666666666665,1.6333333333333335,13.014575966666667,77.64919666666667,Banaswadi,8,none,80 Feet Road,11.618457259101266,1236
17243,2866,18,9,1.0,0.0,1.75,1.2722222222222221,12.901248500000001,77.59361612777778,J.P. Nagar,3,none,Rose Garden Road,11.613440550236382,1237
17270,2944,17,9,1.0,0.0,1.4411764705882353,1.4705882352941178,13.248640223529412,77.7156374117647,Devanahalli Airport,5,none,Bangalore Bellary Road,11.573595221310837,1238
17226,2898,7,5,1.0714285714285714,0.0,2.0,1.4142857142857144,13.041631414285714,77.51855004285714,Chikkabanavara,2,none,SM Road,11.562311343599356,1239
17234,2905,3,3,2.0,0.0,1.1666666666666667,1.5,13.0729728,77.55672086666667,Yelahanka,12,none,Vidyaranyapura Main Road,11.507346147990155,1240
17220,2885,1,1,2.5,0.0,1.0,1.5,12.9868368,77.4912802,Kamakshipalya,4,none,Magadi Main Road,11.5,1241
17257,2871,1,1,2.5,0.0,1.0,1.5,12.9230219,77.6566549,Bellandur,5,none,Outer Ring Road,11.5,1242
17262,2878,10,8,1.5,0.0,1.15,1.45,12.954835249999999,77.68019488,HAL Old Airport,14,none,Ramesh Nagar Main Road,11.457654090719704,1243
17256,2868,6,1,1.5,0.0,1.5,1.5,12.9091933,77.65201,HSR Layout,12,none,20th Cross Road,11.447251448637616,1244
17226,2875,7,7,1.0,0.0,1.9285714285714286,1.457142857142857,12.937940600000001,77.52111527142857,Byatarayanapura,11,none,Mysore Road,11.400406581694593,1245
17222,2881,7,5,1.1428571428571428,0.0,1.5,1.6428571428571428,12.968009842857143,77.50185572857143,Jnanabharathi,11,none,60 Feet Road,11.395644676932688,1246
17234,2904,6,3,2.0,0.0,1.0833333333333333,1.3499999999999999,13.070401716666666,77.55586584999999,Yelahanka,12,none,Vidyaranyapura Main Road,11.38058478197095,1247
17238,2892,14,6,1.2857142857142858,0.0,1.5,1.3142857142857143,13.014537235714286,77.57413189285714,Sadashivanagar,7,none,Sir CV Raman Road,11.377779913496049,1248
17214,2902,10,6,1.0,0.0,1.75,1.47,13.05919581,77.46657574999999,No Police Station,8,none,Mumbai Bengaluru Highway,11.357654090719707,1249
17253,2892,7,4,1.7142857142857142,0.0,1.2857142857142858,1.3714285714285714,13.015155385714285,77.64001182857143,Banaswadi,5,none,5th Main Road,11.357549438837452,1250
17253,2860,6,4,1.0,0.0,2.0,1.5,12.874273033333333,77.64101598333333,Hulimavu,2,none,Manipal County Road,11.347251448637618,1251
17248,2898,3,3,1.0,0.3333333333333333,1.8333333333333333,1.2,13.041109366666667,77.61773840000001,Hennuru,5,poi_techpark,MBT Road,11.340679481323487,1252
17254,2893,12,8,1.25,0.0,1.375,1.425,13.021212933333333,77.64420646666666,Banaswadi,5,none,80 Feet Road,11.334006627609364,1253
17259,2864,15,11,1.0,0.06666666666666667,1.3333333333333333,1.3933333333333333,12.891083146666666,77.66777272666667,Electronic City,2,poi_school,Silver County Road,11.333149555081572,1254
17230,2897,28,9,1.0,0.0,1.3571428571428572,1.332142857142857,13.037436275000001,77.53538013928572,Jalahalli,9,none,Watch Factory Road,11.312076618647229,1255
17218,2868,9,3,1.1111111111111112,0.0,1.9444444444444444,1.3444444444444443,12.910434455555555,77.48218903333333,Kengeri,3,none,Anchekeri Road,11.287979866952787,1256
17238,2863,3,1,2.0,0.0,1.5,1.3,12.885719366666669,77.57138836666667,Thalagattapura,11,none,Kothanur Main Road,11.240679481323488,1257
17240,2909,13,2,1.5384615384615385,0.0,1.0769230769230769,1.4538461538461538,13.094232646153845,77.5812000076923,Yelahanka,4,none,16th B Cross Road,11.218700160730336,1258
17223,2903,3,3,1.6666666666666667,0.0,1.6666666666666667,1.4000000000000001,13.064336033333333,77.50469063333333,Chikkabanavara,2,none,Hesaraghatta Main Road,11.174012814656823,1259
17238,2910,28,10,1.1071428571428572,0.0,1.3571428571428572,1.2214285714285713,13.098524557142857,77.57362168214286,Yelahanka,8,none,Yelahanka Road,11.165648047218655,1260
17255,2893,13,6,1.3846153846153846,0.0,1.1153846153846154,1.4692307692307693,13.021738305951894,77.64910722915448,Banaswadi,9,none,MBT Road,11.149469391499567,1261
17230,2889,11,5,1.0,0.0,1.6363636363636365,1.5,13.000688019557401,77.53583509322607,Vijayanagara,11,none,Pipeline Road,11.145569783601008,1262
17270,2894,11,6,1.0909090909090908,0.0,1.8181818181818181,1.309090909090909,13.023872427272726,77.7165659090909,K.R. Pura,3,none,MBT Road,11.142539480570706,1263
17236,2874,9,5,1.3333333333333333,0.0,1.5555555555555556,1.3666666666666667,12.935433,77.56255877777778,Basavanagudi,3,none,1st Cross Road,11.128720607693529,1264
17248,2873,8,5,1.1875,0.0,1.5625,1.5,12.929079575,77.6172313375,Adugodi,8,none,BTP138 - Sarjapur Road Check Post,11.10963142626186,1265
17254,2930,8,4,1.0,0.0,1.5,1.6875,13.188335025,77.64417375000001,Chikkajala,7,none,Bengaluru Bellary Road,11.101298092928523,1266
17233,2877,8,3,1.125,0.0,1.9375,1.35,12.948072312499999,77.55283585,Basavanagudi,4,none,Sri Raghavendra Mutt Road,11.092964759595192,1267
17272,2879,11,8,1.0,0.0,1.5909090909090908,1.4727272727272727,12.955940836363636,77.72629109090909,Whitefield,7,none,HAL Airport Road,11.091024329055553,1268
17271,2887,12,7,1.125,0.0,1.5,1.425,12.991951533333333,77.7200793,Mahadevapura,6,none,Whitefield Road,11.07567329427603,1269
17235,2872,3,2,1.6666666666666667,0.0,1.6666666666666667,1.4000000000000001,12.9243983,77.5610061,Banashankari,11,none,BTP158 - Devegowda Petrol Bunk,11.04067948132349,1270
17238,2917,4,1,2.0,0.0,1.0,1.5,13.12947585,77.5718306,Yelahanka,2,none,Doddaballapur Main Road,11.021374459703374,1271
17280,2898,1,1,2.0,0.0,1.5,1.5,13.044354,77.7605374,K.R. Pura,6,none,Whitefield Main Road,10.999999999999998,1296
17244,2903,1,1,2.0,0.0,1.5,1.5,13.0657444,77.6008406,Hebbala,12,none,Amruthahalli Main Road,10.999999999999998,1285
17260,2885,1,1,2.0,0.0,1.5,1.5,12.9857043,77.6720109,Banaswadi,7,none,Kaggadasapura Main Road,10.999999999999998,1293
17244,2904,1,1,2.0,0.0,1.5,1.5,13.0698141,77.6015197,Hebbala,10,none,1st Main Road,10.999999999999998,1286
17219,2909,1,1,2.0,0.0,1.5,1.5,13.0933702,77.488978,Chikkabanavara,13,none,Hesaraghatta Main Road,10.999999999999998,1274
17263,2893,1,1,2.0,0.0,1.5,1.5,13.0207568,77.6855388,K.R. Pura,15,none,TC Palya Main Road,10.999999999999998,1294
17236,2873,1,1,2.0,0.0,1.5,1.5,12.929238,77.5664004,Banashankari,7,none,2nd Main Road,10.999999999999998,1283
17220,2888,1,1,2.0,0.0,1.5,1.5,12.9973766,77.4900279,Kamakshipalya,11,none,3rd Main Road,10.999999999999998,1275
17260,2858,1,1,2.0,0.0,1.5,1.5,12.8611217,77.674416,Electronic City,6,none,1st Main Road,10.999999999999998,1292
17254,2867,1,1,2.0,0.0,1.5,1.5,12.90572,77.64446,HSR Layout,12,none,20th Main Road,10.999999999999998,1289
17217,2872,1,1,2.0,0.0,1.5,1.5,12.9258225,77.4767094,Kengeri,6,none,3rd Main Road,10.999999999999998,1273
17212,2865,1,1,2.0,0.0,1.5,1.5,12.8963282,77.4548149,Kengeri,10,none,Challagatta Main Road,10.999999999999998,1272
17256,2862,1,1,2.0,0.0,1.5,1.5,12.8807353,77.6551317,Electronic City,7,none,Parappana Agrahara Main Road,10.999999999999998,1291
17228,2903,1,1,2.0,0.0,1.5,1.5,13.0676906,77.5303085,Jalahalli,2,none,Kammagondanahalli Main Road,10.999999999999998,1278
17229,2873,1,1,2.0,0.0,1.5,1.5,12.9295086,77.5349594,Banashankari,3,none,4th Main Road,10.999999999999998,1279
17277,2863,1,1,2.0,0.0,1.5,1.5,12.8852117,77.746775,No Police Station,6,none,Sarjapura Main Road,10.999999999999998,1295
17235,2866,1,1,2.0,0.0,1.5,1.5,12.89948,77.5587867,K.S. Layout,1,none,4th Main Road,10.999999999999998,1282
17223,2890,1,1,2.0,0.0,1.5,1.5,13.0073985,77.5054457,Peenya,11,none,Hegganahalli Main Road,10.999999999999998,1276
17248,2896,1,1,2.0,0.0,1.5,1.5,13.0345183,77.61871,K.G. Halli,3,none,Muzammil Masjid Main Road,10.999999999999998,1287
17252,2891,1,1,2.0,0.0,1.5,1.5,13.0134802,77.6367424,Banaswadi,4,none,Banaswadi Main Road,10.999999999999998,1288
17230,2865,1,1,2.0,0.0,1.5,1.5,12.8931845,77.537668,Thalagattapura,15,none,3rd Main Road,10.999999999999998,1281
17226,2893,1,1,2.0,0.0,1.5,1.5,13.0205409,77.5212531,Rajajinagar,3,none,10th Main Road,10.999999999999998,1277
17242,2860,1,1,2.0,0.0,1.5,1.5,12.8729699,77.5934239,J.P. Nagar,3,none,Bannerghatta Main Road,10.999999999999998,1284
17255,2855,1,1,2.0,0.0,1.5,1.5,12.84996,77.6518967,Electronic City,2,none,Bettadasanapura Main Road,10.999999999999998,1290
17229,2902,1,1,2.0,0.0,1.5,1.5,13.0602927,77.53133,Jalahalli,10,none,Kammagondanahalli Main Road,10.999999999999998,1280
17247,2896,2,2,2.0,0.0,1.5,1.35,13.0359704,77.6137416,K.G. Halli,4,none,Veeranapalaya Main Road,10.99905930580252,1297
17242,2911,5,4,2.0,0.0,1.3,1.2,13.099740700000002,77.5890636,Yelahanka,11,none,16th A Main Road,10.923072120459338,1298
17219,2883,4,3,1.0,0.0,2.125,1.5,12.97638655,77.4880898,Jnanabharathi,12,none,Dr Siddalingaiah Road,10.913041126370041,1299
17224,2867,4,3,1.625,0.0,1.875,1.2,12.904153025,77.51204185,Kengeri,2,none,Sri Sri Sri Tiruchi Mahaswamiji Road,10.913041126370041,1300
17257,2890,12,5,1.8333333333333333,0.0,1.0,1.2249999999999999,13.0079199,77.65846101666666,Banaswadi,5,none,Kasthuri Nagar Main Road,10.892339960942696,1301
17245,2905,15,4,1.0,0.0,1.3333333333333333,1.5666666666666667,13.072737586666667,77.60361157999999,Hebbala,13,none,KV Jairam Road,10.844260666192685,1302
17274,2883,1,1,1.0,0.0,1.0,2.5,12.97741,77.7335417,Whitefield,10,none,Pattandur Agrahara Road,10.833333333333332,1303
17249,2898,13,9,1.1538461538461537,0.0,1.6153846153846154,1.2461538461538462,13.041366607692309,77.62199056923077,Hennuru,4,none,MBT Road,10.805879647909823,1304
17253,2872,5,4,1.2,0.0,1.6,1.58,12.924206799999999,77.63909355999999,Adugodi,2,none,Sarjapur Marathahalli Road,10.789738787126007,1305
17232,2906,6,6,1.0,0.0,1.75,1.5499999999999998,13.08108475,77.54815753333334,Yelahanka,2,none,Hesarghatta Road,10.780584781970951,1306
17249,2884,21,10,1.0,0.0,1.5,1.2571428571428571,12.981906419047618,77.62402216666666,Halasur,12,none,Old Madras Road,10.77452404823367,1307
17229,2887,2,2,1.75,0.0,1.75,1.35,12.992934,77.53378695,Vijayanagara,7,none,4th Cross Road,10.74905930580252,1308
17247,2868,2,2,1.75,0.0,2.0,1.2,12.908976599999999,77.61396935,Mico Layout,4,none,29th Main Road,10.749059305802518,1309
17245,2914,8,6,1.0,0.0,1.6875,1.5,13.114814125,77.606671375,Yelahanka,4,none,Bellary Road,10.742964759595191,1310
17242,2869,3,1,1.5,0.0,1.6666666666666667,1.5,12.9118911,77.5901802,J.P. Nagar,2,none,"BTP197 - 9th Cross, 24th Main, JP Nagar",10.74067948132349,1311
17218,2872,8,3,2.0,0.0,1.0625,1.2,12.9248311625,77.485278175,Kengeri,11,none,Kengeri Main Road,10.717964759595192,1312
17219,2876,6,1,2.0,0.0,1.0833333333333333,1.3,12.9463984,77.48715800000001,Jnanabharathi,11,none,1st Main Road,10.697251448637617,1313
17269,2880,14,6,1.1785714285714286,0.0,1.2142857142857142,1.4785714285714284,12.96174355,77.71351200714285,HAL Old Airport,5,none,60 Feet Road,10.675398961115091,1314
17270,2888,3,3,2.0,0.0,1.3333333333333333,1.3,12.9982758,77.71681503333333,K.R. Pura,10,none,Hoodi Main Road,10.674012814656821,1316
17248,2866,3,3,2.0,0.0,1.5,1.2,12.899364501075079,77.61813072260472,Madiwala,3,none,3rd Main Road,10.674012814656821,1315
17235,2904,4,4,1.875,0.0,1.5,1.2,13.068673425,77.559138725,Yelahanka,13,none,Vidyaranyapura Main Road,10.671374459703372,1317
17230,2861,2,2,1.25,0.0,1.25,2.0,12.8747796,77.53844245,Thalagattapura,11,none,6th Cross Road,10.665725972469184,1318
17235,2869,13,8,1.4615384615384615,0.0,1.1153846153846154,1.323076923076923,12.913136720769232,77.55924497307693,K.S. Layout,5,none,Sri Muneshwara Temple Road,10.659725801755975,1319
17236,2877,7,3,1.1428571428571428,0.0,1.6428571428571428,1.5,12.947175428571429,77.56494282857143,Basavanagudi,3,none,BTP215 - Vanivillas Junction,10.652787534075545,1320
17245,2880,17,9,1.0,0.0,1.4705882352941178,1.3411764705882354,12.963398167058823,77.60470313058823,Ashok Nagar,11,none,BTP172 - Nanjappa Circle,10.64222267229123,1321
17239,2896,7,4,1.2857142857142858,0.0,1.4285714285714286,1.5,13.034129828571428,77.57590244285714,Kodigehalli,11,none,Dr Rajgopal Road,10.571835153123166,1322
17241,2892,10,3,1.1,0.0,1.6,1.44,13.016654499999998,77.58788488,R.T. Nagar,3,none,BTP030 - Mekhri Circle,10.557654090719709,1323
17247,2872,5,5,2.0,0.0,1.2,1.2,12.925862720000001,77.61544066,Madiwala,12,none,BTP138 - Sarjapur Road Check Post,10.556405453792673,1324
17279,2891,5,5,2.0,0.0,1.2,1.2,13.00987542,77.75931146,Mahadevapura,2,none,Whitefield Main Road,10.556405453792673,1325
17253,2903,3,2,2.0,0.0,1.0,1.5,13.066146333333334,77.64156163333332,Hennuru,4,none,K Narayanapura Main Road,10.540679481323487,1326
17246,2914,5,1,1.0,0.0,2.0,1.5,13.115911700000002,77.60738260000001,Yelahanka,4,none,Bellary Road,10.52307212045934,1327
17247,2916,1,1,1.5,0.0,2.0,1.5,13.1227136,77.6115285,Yelahanka,2,none,Bellary Road,10.500000000000002,1328
17250,2864,2,2,1.5,0.0,2.0,1.35,12.88950315,77.6257243,Hulimavu,10,none,Begur Main Road,10.49905930580252,1329
17236,2869,2,2,1.5,0.0,1.75,1.5,12.91403125,77.5658587,Banashankari,3,none,BTP157 - Kadirenahalli Cross,10.499059305802518,1330
17265,2929,12,5,1.0,0.0,1.5,1.4749999999999999,13.183508658333333,77.695020525,Chikkajala,5,none,SH 104,10.47567329427603,1331
17237,2903,11,5,1.0,0.0,1.5,1.5,13.065870554545455,77.57058248181818,Kodigehalli,9,none,Kodigehalli Road,10.463751601782828,1332
17268,2932,18,9,1.0,0.0,1.5277777777777777,1.2666666666666666,13.196521777777777,77.70785491111111,Devanahalli Airport,11,none,Terminal 1 Departure Road,10.456033142828973,1333
17257,2858,4,4,1.0,0.0,1.625,1.725,12.8634234,77.65811984999999,Electronic City,6,none,Hosur Road,10.421374459703376,1334
17258,2892,3,2,1.0,0.0,1.6666666666666667,1.8,13.014647000000002,77.66199146666666,Banaswadi,4,none,MBT Road,10.374012814656822,1335
17236,2876,13,4,1.0,0.0,1.4615384615384615,1.4769230769230768,12.945747723076924,77.56637928461538,Basavanagudi,11,none,BTP215 - Vanivillas Junction,10.369982212012385,1336
17253,2853,6,5,1.5,0.0,1.6666666666666667,1.2,12.842843266666668,77.6419475,Electronic City,5,none,Battadasanapura Main Road,10.313918115304284,1337
17261,2933,14,4,1.0,0.0,1.7142857142857142,1.2928571428571427,13.201875328571429,77.67846783571429,Devanahalli Airport,10,none,Unnamed Road,10.289684675400807,1338
17246,2889,16,10,1.0625,0.0,1.4375,1.275,13.0008487125,77.6112229625,Pulikeshinagar(F.Town),11,none,Madhavaraya Mudaliar Road,10.276360357321574,1339
17280,2901,45,2,1.0,0.0,1.0555555555555556,1.3466666666666667,13.054713417777778,77.76326967555555,K.R. Pura,10,none,MBT Road,10.261331805413487,1340
17238,2894,3,2,1.6666666666666667,0.0,1.5,1.4000000000000001,13.027282399999999,77.57451683333333,Sadashivanagar,9,none,5th Cross Road,10.207346147990155,1341
17262,2880,7,1,1.6428571428571428,0.0,1.5,1.2,12.96079702857143,77.68173284285714,HAL Old Airport,10,none,11th Cross Road,10.171835153123165,1342
17258,2890,4,1,1.125,0.0,1.875,1.5,13.0075565,77.66253045,Banaswadi,9,none,MBT Road,10.146374459703376,1343
17256,2882,16,5,1.53125,0.0,1.09375,1.2,12.971628025,77.65422294999999,Jeevanbheemanagar,10,none,9th Cross Road,10.078443690654906,1344
17253,2866,4,1,1.0,0.0,2.0,1.5,12.901346825000001,77.6388997,HSR Layout,5,none,Sri Lakshmi Venkateshwara Swamy Temple Road,10.021374459703376,1345
17271,2866,1,1,1.0,0.0,2.5,1.5,12.8970493,77.720531,Whitefield,1,none,Mullur Road,10.0,1351
17256,2903,1,1,2.0,0.0,1.8,1.2,13.0644364,77.652116,Hennuru,12,none,Hennur Main Road,10.0,1350
17230,2896,1,1,1.0,0.0,2.5,1.5,13.0363704,77.5356512,Jalahalli,8,none,Watch Factory Road,10.0,1347
17226,2867,1,1,2.0,0.0,1.8,1.2,12.9026833,77.5190814,Kengeri,11,none,Dr Vishnuvardhan Main Road,10.0,1346
17240,2913,1,1,1.0,0.0,2.5,1.5,13.1105218,77.5801105,Yelahanka,2,none,Unnamed area,10.0,1348
17244,2860,1,1,1.0,0.0,2.5,1.5,12.8726719,77.602269,Hulimavu,9,none,Hulimavu Lake Road,10.0,1349
17259,2869,25,14,1.0,0.0,1.16,1.248,12.913819388,77.66657518400001,Bellandur,7,none,Haralur Road,9.991352775599518,1352
17253,2897,3,3,1.0,0.0,1.6666666666666667,1.7333333333333334,13.0398489,77.64143016666667,Hennuru,2,none,Hennuru Road,9.9517905924346,1353
17267,2891,4,2,2.0,0.0,1.25,1.2,13.0103065,77.70349519999999,K.R. Pura,3,none,Basavanapura Main Road,9.904707793036707,1355
17251,2906,4,2,2.0,0.0,1.25,1.2,13.0794339,77.6338882,Hennuru,3,none,Thanisandra Main Road,9.904707793036707,1354
17275,2882,2,1,1.0,0.0,1.0,2.25,12.9700767,77.7416417,Whitefield,9,none,BM Glorietta Society Road,9.865725972469185,1356
17235,2867,7,5,1.5,0.0,1.5,1.2,12.905911642857143,77.55816121428572,K.S. Layout,2,none,2nd Cross Road,9.848025629313643,1357
17252,2879,7,2,1.5,0.0,1.5,1.2428571428571427,12.959007214285714,77.63837577142856,Halasur,9,none,BTP146 - Domlur Water Tank,9.805168486456498,1358
17248,2890,5,2,1.3,0.0,1.0,1.78,13.0057273,77.62018376,K.G. Halli,0,none,3rd Cross Road,9.789738787126007,1359
17230,2876,8,4,1.25,0.0,1.4375,1.3875,12.943401487500001,77.5380399625,Byatarayanapura,1,none,Bangarappa Nagar Road,9.788798092928525,1360
17228,2888,2,2,2.0,0.0,1.25,1.35,12.998376799999999,77.5278692,Rajajinagar,11,none,1st Main Road,9.74905930580252,1361
17250,2866,2,2,2.0,0.0,1.5,1.2,12.8982727,77.6264636,Madiwala,11,none,Begur Main Road,9.749059305802518,1363
17235,2868,2,2,2.0,0.0,1.5,1.2,12.90916115,77.5584832,K.S. Layout,2,none,Chikkagowdana Palya Main Road,9.749059305802518,1362
17255,2878,2,2,2.0,0.0,1.5,1.2,12.95532205,77.6485334,Jeevanbheemanagar,4,none,Rustam Bagh Main Road,9.749059305802518,1364
17282,2885,2,2,2.0,0.0,1.5,1.2,12.9833708,77.77037915,Mahadevapura,10,none,Channasandra Main Road,9.749059305802518,1365
17243,2898,4,2,1.0,0.0,1.5,1.75,13.042188775,77.594050175,Hebbala,7,none,MBT Road,9.73804112637004,1366
17262,2933,14,7,1.0,0.0,1.5714285714285714,1.2642857142857142,13.20024162857143,77.67930672142857,Devanahalli Airport,11,none,Cargo Road,9.737303723019854,1367
17225,2868,31,2,1.1935483870967742,0.03225806451612903,1.0,1.238709677419355,12.909757741935485,77.51337037741936,Kengeri,11,poi_mall,Sri Sri Sri Tiruchi Mahaswamiji Road,9.730459860777824,1368
17248,2878,30,8,1.0333333333333334,0.0,1.0666666666666667,1.2833333333333334,12.952849553333333,77.61922662666666,Ashok Nagar,6,none,Neelasandra Road,9.703132212124398,1369
17251,2893,2,1,2.0,0.0,1.25,1.35,13.0194927,77.63010125,Banaswadi,12,none,Hennur Main Road,9.615725972469185,1373
17223,2896,2,1,2.0,0.0,1.0,1.5,13.03639295,77.5043043,Peenya,2,none,Nelagadaranahalli Main Road,9.615725972469185,1370
17230,2873,2,1,2.0,0.0,1.0,1.5,12.9295359,77.53507995,Banashankari,2,none,10th Main Road,9.615725972469185,1371
17247,2912,2,1,2.0,0.0,1.0,1.5,13.104051049999999,77.61421225000001,Yelahanka,11,none,Kogilu Main Road,9.615725972469185,1372
17236,2878,18,7,1.25,0.0,1.1666666666666667,1.2333333333333334,12.954953355555554,77.56591368888888,Basavanagudi,2,none,BTP214 - 5th Main Chamrajpet  Junction,9.606033142828974,1374
17252,2890,11,4,1.1818181818181819,0.0,1.1363636363636365,1.5,13.006283472727272,77.63622161818182,Banaswadi,6,none,Hanumantappa Road,9.603145541176767,1375
17222,2904,6,2,2.0,0.0,1.0,1.2,13.072477300000001,77.50320003333333,Chikkabanavara,5,none,Hesaraghatta Main Road,9.58058478197095,1376
17225,2872,8,5,1.5,0.0,1.375,1.2,12.9260554375,77.5158938,Kengeri,6,none,12th Cross Road,9.547131426261858,1377
17262,2886,3,2,1.8333333333333333,0.0,1.0,1.5,12.98968,77.67976703333333,Mahadevapura,12,none,PWD Main Road,9.540679481323489,1378
17263,2887,4,3,1.5,0.0,1.375,1.425,12.9921291,77.68639645,Mahadevapura,6,none,MN Krishnarao Road,9.538041126370041,1379
17272,2885,5,1,1.0,0.0,1.8,1.5,12.98476528,77.7282244,Mahadevapura,7,none,Road Number 10,9.52307212045934,1380
17243,2911,13,7,1.0,0.0,1.3076923076923077,1.4153846153846152,13.099633423076922,77.59764193076923,Yelahanka,2,none,BB Road,9.487930929961102,1381
17244,2861,6,1,2.0,0.0,1.0,1.2,12.8775174,77.6024602,Hulimavu,11,none,Begur Main Road,9.447251448637617,1382
17255,2860,10,4,1.0,0.0,1.35,1.5,12.8729254,77.65019461,Electronic City,11,none,Hosur Road,9.34098742405304,1383
17238,2904,5,1,1.2,0.0,1.5,1.5,13.07198914,77.57291704000001,Kodigehalli,4,none,GKVK Road,9.223072120459339,1384
17227,2883,12,4,1.125,0.0,1.0833333333333333,1.5,12.97631455,77.52510256666666,Vijayanagara,2,none,Shree Nivasa Nagara Kempu Gouda Road,9.217339960942697,1385
17223,2873,2,2,1.0,0.0,1.25,2.0,12.93064425,77.50562744999999,Kengeri,6,none,Jnana Bharathi,9.165725972469186,1386
17246,2864,2,2,1.0,0.0,1.5,1.85,12.8902121,77.60890025,Mico Layout,4,none,Vishveswaraiah Road,9.165725972469186,1387
17242,2864,4,3,1.75,0.0,1.375,1.2,12.8893358,77.591624975,J.P. Nagar,3,none,5th Main Road,9.16304112637004,1388
17222,2905,5,2,2.0,0.0,1.0,1.2,13.0725889,77.50337004000001,Chikkabanavara,4,none,Hesaraghatta Main Road,9.156405453792672,1389
17229,2888,7,6,1.0,0.0,1.4285714285714286,1.5,13.000260081450238,77.53341428296194,Vijayanagara,12,none,Pipeline Road,9.124216105504118,1390
17236,2906,2,1,1.5,0.0,1.5,1.5,13.0801133,77.5622083,Yelahanka,3,none,1st Cross Road,9.115725972469185,1392
17266,2889,2,1,1.5,0.0,1.5,1.5,13.0040591,77.70129635,K.R. Pura,5,none,1st B Cross Road,9.115725972469185,1394
17223,2889,2,1,1.5,0.0,1.5,1.5,13.003522199999999,77.50420205,Peenya,2,none,Hegganahalli Main Road,9.115725972469185,1391
17246,2897,2,1,1.5,0.0,1.5,1.5,13.0377251,77.6099868,K.G. Halli,3,none,13th Cross Road,9.115725972469185,1393
17226,2872,5,3,1.8,0.0,1.2,1.2,12.9247547,77.51789526,Kengeri,6,none,9th Main Road,9.089738787126004,1395
17262,2868,6,2,1.5,0.0,1.0,1.5,12.909095800000001,77.6807463,Bellandur,13,none,4th Cross Road,9.080584781970948,1396
17270,2943,8,5,1.0,0.0,1.5,1.425,13.24628615,77.715554525,Devanahalli Airport,5,none,Bangalore Bellary Road,9.04713142626186,1397
17234,2861,4,3,1.625,0.0,1.0,1.5,12.878729700000001,77.55528235,Thalagattapura,5,none,Anjanapura Main Road,9.038041126370041,1398
17228,2878,5,1,1.5,0.0,1.6,1.2,12.951495679999999,77.52945417999999,Byatarayanapura,3,none,8th Cross Road,9.02307212045934,1399
17244,2866,3,3,2.0,0.0,1.0,1.3,12.900615799999999,77.60108653333333,Mico Layout,10,none,BTP181 - Bileka Halli Junction,9.007346147990155,1400
17244,2879,10,3,1.25,0.0,1.15,1.41,12.956842810000001,77.60201454,Ashok Nagar,11,none,BTP172 - Nanjappa Circle,8.957654090719705,1401
17225,2897,11,1,1.3636363636363635,0.0,1.3636363636363635,1.2,13.037621212121213,77.51366242424241,Peenya,6,none,3rd Cross Road,8.930418268449493,1402
17274,2879,5,4,1.0,0.0,1.6,1.5,12.956959079999999,77.73607944,Whitefield,2,none,HAL Airport Road,8.923072120459338,1403
17210,2903,4,2,1.0,0.0,1.75,1.5,13.06794905,77.44902102500001,No Police Station,2,none,Mumbai Bengaluru Highway,8.904707793036707,1404
17236,2910,18,7,1.1666666666666667,0.0,1.1666666666666667,1.2,13.097787827777777,77.56519858333333,Yelahanka,11,none,Yelahanka Road,8.828255365051197,1405
17248,2881,2,2,1.0,0.0,2.0,1.5,12.96702355,77.61862785,Ashok Nagar,0,none,BTP142 - Lower Agram Road Junction,8.74905930580252,1407
17231,2862,2,2,1.0,0.0,2.0,1.5,12.8817053,77.54313644999999,Thalagattapura,7,none,80 Feet Road,8.74905930580252,1406
17230,2880,3,2,1.8333333333333333,0.0,1.1666666666666667,1.3,12.961433300000001,77.53726873333333,Vijayanagara,10,none,BTP017 - Attiguppe Circle,8.707346147990155,1408
17244,2898,8,4,1.0,0.0,1.3125,1.5,13.044002675,77.600975,Hebbala,12,none,Kempapura Road,8.601298092928525,1409
17246,2862,16,9,1.0625,0.0,1.0625,1.3125,12.88212209375,77.6097102375,Hulimavu,6,none,Vishveswaraiah Road,8.58052702398824,1410
17237,2918,1,1,2.0,0.0,1.5,1.2,13.1341042,77.5700802,No Police Station,11,none,Doddaballapur Main Road,8.5,1416
17237,2866,1,1,2.0,0.0,1.0,1.5,12.8971128,77.5708438,K.S. Layout,2,none,Konanakunte Main Road,8.5,1415
17260,2931,1,1,2.0,0.0,1.5,1.2,13.1897037,77.6741922,Chikkajala,12,none,1st Main Road,8.5,1429
17239,2859,1,1,2.0,0.0,1.0,1.5,12.8691162,77.5757152,Thalagattapura,11,none,80 Feet Main Road,8.5,1417
