cell,name,lat,lon,top_station,CIS,CIS_rank,n_violations,road_class,dominant_poi,peak_hour,demand_index,blind_spot,reliable,devices,evening_share,observed,archetype,intervention
17254_2881,13th Main Road,12.9687732625,77.645832325,Jeevanbheemanagar,13.580464759595191,1098,8,1.8125,none,10,1.1428571428571428,17.573262156996897,False,5,0.0,8,(low-volume cell),
17240_2887,BTP032 - Windsor Circle,12.995443390373882,77.58301923241949,Sheshadripuram,13.533739915027926,1099,7,1.6428571428571428,none,8,1.4,18.71193995354864,False,3,0.0,7,(low-volume cell),
17247_2867,29th Main Road,12.9057255,77.612619,Mico Layout,13.5,1102,1,2.0,none,3,0.3333333333333333,20.71012387764937,False,1,0.0,1,(low-volume cell),
17262_2893,TC Palya Main Road,13.0212277,77.6791128,Banaswadi,13.5,1103,1,2.0,none,11,0.3333333333333333,20.71012387764937,False,1,0.0,1,(low-volume cell),
17235_2898,1st Main Road,13.04118,77.5575967,Jalahalli,13.5,1101,1,2.0,none,12,0.3333333333333333,20.71012387764937,False,1,0.0,1,(low-volume cell),
17233_2901,Ramachandrapura Main Road,13.0573201,77.5513413,Jalahalli,13.5,1100,1,2.0,none,6,0.3333333333333333,20.71012387764937,False,1,0.0,1,(low-volume cell),
17225_2895,1st Main Road,13.0296809,77.51395198333333,Peenya,13.499059305802518,1104,2,2.0,none,2,0.5,19.51261337706604,False,2,0.0,2,(low-volume cell),
17252_2908,Thanisandra Main Road,13.087150470588236,77.63520924705882,Hennuru,13.489281495820638,1105,17,2.0,none,4,4.25,19.498479753268352,False,2,0.0,17,(low-volume cell),
17269_2887,Whitefield Road,12.992008733333334,77.71343198333334,Mahadevapura,13.48678440538714,1106,12,1.0416666666666667,none,8,2.4,18.64701860273186,False,3,0.0,12,(low-volume cell),
17259_2861,Hosa Road,12.874925409090908,77.66954148181819,Electronic City,13.475872813904038,1107,11,1.0,none,13,1.5714285714285714,17.437919095203494,False,5,0.0,11,(low-volume cell),
17225_2900,Pipeline Road,13.050796892307693,77.51525883846153,Chikkabanavara,13.467418109448282,1108,13,1.1538461538461535,none,3,4.333333333333333,20.66014054509425,False,1,0.0,13,(low-volume cell),
17229_2861,1st Cross Road,12.8760081,77.5313333,Thalagattapura,13.44905930580252,1109,2,1.25,none,4,0.6666666666666666,20.631976611927648,False,1,0.0,2,(low-volume cell),
17261_2873,Devarabisanahalli Road,12.930177063636364,77.67822036363636,Bellandur,13.433448571479795,1110,11,1.318181818181818,none,7,1.5714285714285714,17.383021685789988,False,5,0.0,11,(low-volume cell),
17255_2868,27th Main Road,12.909369116666667,77.65137623333334,HSR Layout,13.43058478197095,1111,6,1.8333333333333333,none,12,1.2,18.56931620964773,False,3,0.0,6,(low-volume cell),
17264_2885,MN Krishnarao Road,12.986152964552256,77.69044797875,Mahadevapura,13.425517877845714,1112,32,1.421875,none,1,8.0,19.406310751200717,False,2,0.0,32,(low-volume cell),
17248_2877,Srinivagilu Main Road,12.94794565,77.61931205,Adugodi,13.421374459703376,1113,4,2.125,none,3,0.8,18.556581887996384,False,3,0.0,4,(low-volume cell),
17246_2868,16th Main Road,12.910085116666666,77.61004523333334,Mico Layout,13.380584781970953,1114,6,1.9166666666666667,none,4,1.5,19.34136088263751,False,2,0.0,6,(low-volume cell),
17267_2857,Huskur Main Road,12.859245428571429,77.70308984285714,Electronic City,13.37659705788507,1115,7,1.8571428571428568,none,10,1.75,19.33559670925479,False,2,0.0,7,(low-volume cell),
17240_2911,Yelahanka New Town Main Road,13.101868108333331,77.5829558,Yelahanka,13.37567329427603,1116,12,1.8333333333333333,none,2,2.0,17.841167992090355,False,4,0.0,12,(low-volume cell),
17244_2902,Police Station Main Road,13.0590383,77.5990417,Hebbala,13.365725972469184,1118,2,2.0,none,5,0.6666666666666666,20.50413634107796,False,1,0.0,2,(low-volume cell),
17218_2892,Thigalarapalya Main Road,13.0154999,77.4846445,Kamakshipalya,13.365725972469184,1117,2,2.0,none,11,0.6666666666666666,20.50413634107796,False,1,0.0,2,(low-volume cell),
17237_2910,Yelahanka Road,13.098033368,77.568178244,Yelahanka,13.338019442266186,1119,25,1.28,none,2,6.25,19.279833557058197,False,2,0.0,25,(low-volume cell),
17216_2868,Doddabele Road,12.9060091,77.4756878,Kengeri,13.333333333333334,1120,1,1.0,none,4,0.3333333333333333,20.45444333595,False,1,0.0,1,(low-volume cell),
17276_2881,Ramagondanahalli Borewell Road,12.9661117,77.7433667,Whitefield,13.333333333333334,1129,1,1.0,none,9,0.3333333333333333,20.45444333595,False,1,0.0,1,(low-volume cell),
17277_2874,Halasahalli Road,12.93600269327434,77.74866616520504,Whitefield,13.333333333333334,1130,1,1.0,none,12,0.3333333333333333,20.45444333595,False,1,0.0,1,(low-volume cell),
17231_2871,Ittamadu,12.9196589,77.541364,Banashankari,13.333333333333334,1121,1,1.0,none,13,0.3333333333333333,20.45444333595,False,1,0.0,1,(low-volume cell),
17253_2929,Bengaluru Bellary Road,13.1842323,77.6421387,Chikkajala,13.333333333333334,1125,1,1.0,none,7,0.3333333333333333,20.45444333595,False,1,0.0,1,(low-volume cell),
17264_2889,Unnamed Road,13.0036688,77.6894337,K.R. Pura,13.333333333333334,1128,1,1.0,none,9,0.3333333333333333,20.45444333595,False,1,0.0,1,(low-volume cell),
17245_2898,MBT Road,13.0435017,77.6050333,Hebbala,13.333333333333334,1123,1,1.0,none,14,0.3333333333333333,20.45444333595,False,1,0.0,1,(low-volume cell),
17258_2888,Doddagubbi Road,12.9989325,77.6631028,Banaswadi,13.333333333333334,1126,1,1.0,none,0,0.3333333333333333,20.45444333595,False,1,0.0,1,(low-volume cell),
17264_2847,Hosur Road,12.8141119,77.6924135,Electronic City,13.333333333333334,1127,1,1.0,none,9,0.3333333333333333,20.45444333595,False,1,0.0,1,(low-volume cell),
17252_2914,SH 104,13.1144957,77.6341878,Yelahanka,13.333333333333334,1124,1,1.0,none,4,0.3333333333333333,20.45444333595,False,1,0.0,1,(low-volume cell),
17241_2877,Siddhapura Road,12.9465292,77.587892,Wilson Garden,13.333333333333334,1122,1,1.0,none,9,0.3333333333333333,20.45444333595,False,1,0.0,1,(low-volume cell),
17239_2887,J Lingaiah Road,12.994380611538462,77.57787462307692,Sheshadripuram,13.328536880054534,1131,26,1.0961538461538465,poi_mall,4,3.7142857142857135,17.247264869702565,False,5,0.0,26,(low-volume cell),
17253_2871,7th Cross Road,12.922236957142855,77.63945367619047,Madiwala,13.307857381567004,1132,21,1.6428571428571428,none,7,3.0,17.220505384321932,False,5,0.0,21,(low-volume cell),
17247_2875,1st Cross Road,12.94061424,77.61398228,Adugodi,13.289738787126009,1133,5,1.5,none,4,1.0,18.374580547902827,False,3,0.0,5,(low-volume cell),
17264_2877,Yemalur Road,12.950019862068965,77.68974857241379,HAL Old Airport,13.288574337348267,1134,29,1.0,none,6,4.833333333333333,17.724990877989562,False,4,0.0,29,(low-volume cell),
17239_2903,Shile Havamana Road,13.06486098125,77.578382875,Kodigehalli,13.282610357321571,1135,16,1.1875,none,4,5.333333333333333,20.376630068050243,False,1,0.0,16,(low-volume cell),
17258_2891,4th C Main Road,13.0125673046255,77.66192057890407,Banaswadi,13.251298092928526,1136,8,1.5,none,6,1.3333333333333333,17.675269886442056,False,4,0.0,8,(low-volume cell),
17240_2859,3rd Cross Road,12.8673339,77.58127575,Thalagattapura,13.249059305802518,1137,2,1.75,none,4,0.5,19.15124350426537,False,2,0.0,2,(low-volume cell),
17233_2873,BTP154 - Itmadu Junction,12.929572083333332,77.54984455,Banashankari,13.247251448637616,1138,6,1.5,none,3,1.5,19.148630283810483,False,2,0.0,6,(low-volume cell),
17238_2873,"BTP112 - 14th Cross, KR Road",12.929655022222224,77.57316413333334,Banashankari,13.232424311397232,1139,9,1.9444444444444444,none,5,2.25,19.12719796101625,False,2,0.0,9,(low-volume cell),
17257_2867,Sri Dinne Anjaneya Swamy Temple Road,12.90172898148148,77.66058204074074,Bellandur,13.221203003877182,1140,27,1.0,none,11,2.7,15.936925436879829,False,8,0.0,27,(low-volume cell),
17235_2901,Doddabommasandra Main Road,13.058396525,77.5591102375,Jalahalli,13.21796475959519,1141,8,2.0,none,14,2.6666666666666665,20.27745833937928,False,1,0.0,8,(low-volume cell),
17221_2872,Mysore Road,12.92522164117647,77.4987947117647,Kengeri,13.210850123271625,1142,17,1.0,none,8,3.4,18.265507967054734,False,3,0.0,17,(low-volume cell),
17281_2901,MBT Road,13.05554787142857,77.76527934761904,K.R. Pura,13.160238333947955,1143,21,1.0,none,8,5.25,19.02285461106091,False,2,0.0,21,(low-volume cell),
17257_2889,2nd Main Road,13.003869000000002,77.6603001909091,Banaswadi,13.148600086631312,1144,11,2.0,none,11,2.2,18.17944018719248,False,3,0.0,11,(low-volume cell),
17257_2857,Hosur Road,12.860554550000002,77.66031183333332,Electronic City,13.14725144863762,1145,6,1.0,none,4,1.5,19.00408233469022,False,2,0.0,6,(low-volume cell),
17222_2895,Andrahalli Main Road,13.030640333333332,77.50206483333334,Peenya,13.118457259101268,1146,3,1.6666666666666667,none,2,0.6,18.137764288119964,False,3,0.0,3,(low-volume cell),
17248_2894,Vinoba Nagar Main Road,13.024869933333331,77.61973693333333,K.G. Halli,13.118457259101266,1147,3,1.6666666666666667,none,4,0.75,18.96246092424962,False,2,0.0,3,(low-volume cell),
17257_2866,Haralur Road,12.900602435294118,77.65988365,Bellandur,13.078913232801732,1148,34,1.0,none,11,3.7777777777777777,16.1020385964861,False,7,0.0,34,(low-volume cell),
17238_2898,6th Cross Road,13.042694333333332,77.57344259999999,Kodigehalli,13.073165052137975,1149,9,1.6111111111111112,none,3,2.25,18.896991967972877,False,2,0.0,9,(low-volume cell),
17239_2901,Gundappa Road,13.05631304,77.57675858,Kodigehalli,13.057654090719703,1150,10,1.05,none,2,1.6666666666666667,17.416977455245586,False,4,0.0,10,(low-volume cell),
17226_2870,Model Road,12.916493992307691,77.52058697692308,Kengeri,13.05203349406367,1151,13,1.0384615384615383,none,13,2.6,18.045925852426954,False,3,0.0,13,(low-volume cell),
17229_2890,25th Main Road,13.008602566666667,77.53129306666666,Rajajinagar,13.040679481323489,1152,3,2.0,none,12,1.0,20.00548796347628,False,1,0.0,3,(low-volume cell),
17237_2873,Gayatri Bhavan Road,12.9295598,77.56748716666667,Banashankari,13.035662772458604,1153,18,1.4166666666666667,poi_market,11,3.0,17.38764429235862,False,4,0.0,18,(low-volume cell),
17249_2869,7th Cross Road,12.9136107375,77.6243084625,Mico Layout,13.030464759595192,1154,8,1.1875,poi_techpark,3,1.3333333333333333,17.380710912731228,False,4,0.0,8,(low-volume cell),
17256_2878,Wind Tunnel Road,12.953091569995385,77.65276018257774,Jeevanbheemanagar,13.02032356909696,1155,20,1.05,none,4,3.333333333333333,17.36718406594467,False,4,0.0,20,(low-volume cell),
17225_2894,8th Cross Road,13.02521355,77.5140578,Peenya,12.999059305802518,1156,2,1.5,none,3,0.6666666666666666,19.94163914933933,False,1,0.0,2,(low-volume cell),
17257_2859,Doddanagamangala Road,12.869333244444444,77.66011078888889,Electronic City,12.97269980949564,1157,18,1.0,none,11,4.5,18.75177152015468,False,2,0.0,18,(low-volume cell),
17251_2901,Thanisandra Main Road,13.055959208333334,77.63244381666667,Hennuru,12.95067329427603,1158,12,2.0,none,11,4.0,19.86741097951274,False,1,0.0,12,(low-volume cell),
17242_2859,Bannerghatta Main Road,12.86601934,77.59185696,Hulimavu,12.923072120459336,1159,5,2.0,none,3,0.8333333333333334,17.237465030914073,False,4,0.0,5,(low-volume cell),
17235_2902,Doddabommasandra Main Road,13.059489525,77.55923125000001,Yelahanka,12.91304112637004,1160,4,2.0,none,12,0.8,17.853753041761607,False,3,0.0,4,(low-volume cell),
17219_2892,Thigalarapalya Main Road,13.0152174,77.4870229,Kamakshipalya,12.907346147990154,1161,3,2.0,none,11,1.0,19.80094353011678,False,1,0.0,3,(low-volume cell),
17242_2858,Bannerghatta Main Road,12.8612621,77.59001186666667,Thalagattapura,12.907346147990154,1162,3,2.0,none,13,1.0,19.80094353011678,False,1,0.0,3,(low-volume cell),
17229_2884,BTP214 - 5th Main Chamrajpet  Junction,12.981822673212164,77.53277437439021,Kamakshipalya,12.89898078165496,1163,27,1.148148148148148,none,5,3.0,15.880515659407552,False,7,0.0,27,(low-volume cell),
17234_2873,Park Road,12.932204340000002,77.55643660000001,Banashankari,12.89098742405304,1164,10,1.3,none,5,1.6666666666666667,17.194668795841192,False,4,0.0,10,(low-volume cell),
17240_2892,BTP030 - Mekhri Circle,13.0156770125,77.584020675,Sadashivanagar,12.867964759595193,1165,8,1.25,none,2,1.3333333333333333,17.16395996981194,False,4,0.0,8,(low-volume cell),
17242_2910,16th A Main Road,13.099146375,77.5895625625,Yelahanka,12.830464759595191,1166,8,2.0,none,12,1.6,17.73958179077152,False,3,0.0,8,(low-volume cell),
17235_2889,7th Cross Road,13.00295308,77.55974474,Malleshwaram,12.823072120459338,1167,5,1.5,none,11,1.25,18.53548776433665,False,2,0.0,5,(low-volume cell),
17252_2871,14th Main Road,12.9205019,77.638004475,Madiwala,12.788798092928529,1168,8,1.75,none,7,1.6,17.681972868949007,False,3,0.0,8,(low-volume cell),
17250_2865,Begur Main Road,12.895266233333334,77.62597006666667,Madiwala,12.76205394102686,1169,9,2.0,none,3,1.8,17.644996026802296,False,3,0.0,9,(low-volume cell),
17234_2872,BTP156 - Kamakya Junction,12.924707,77.553647,Banashankari,12.756405453792672,1170,5,1.6,none,10,1.25,18.439122464923145,False,2,0.0,5,(low-volume cell),
17249_2891,Hennur Main Road,13.01094245,77.6247784,Banaswadi,12.749059305802518,1171,2,2.5,none,4,0.5,18.42850375866404,False,2,0.0,2,(low-volume cell),
17241_2855,SH 87,12.850664546153846,77.58816626923077,Thalagattapura,12.74434118637136,1172,13,1.1538461538461535,none,12,1.625,16.06200898866287,False,6,0.0,13,(low-volume cell),
17217_2900,Mumbai Bengaluru Highway,13.054447,77.480149,Chikkabanavara,12.740679481323488,1173,3,1.0,none,12,1.0,19.54526298841741,False,1,0.0,3,(low-volume cell),
17233_2907,MS Palya Main Road,13.082283075,77.5492807875,Yelahanka,12.692964759595194,1174,8,1.4375,none,2,1.3333333333333333,16.930535877437325,False,4,0.0,8,(low-volume cell),
17252_2927,Drive Thru Road,13.175530910526316,77.63548555263158,Chikkajala,12.690452720595962,1175,19,1.0,none,11,3.8,17.545999168157476,False,3,0.0,19,(low-volume cell),
17233_2898,Outer Ring Road,13.04327255,77.552094875,Jalahalli,12.671374459703374,1176,4,2.0,none,1,1.0,18.316211906850487,False,2,0.0,4,(low-volume cell),
17254_2891,9th Main Road,13.011890775,77.6460452,Banaswadi,12.671374459703374,1177,4,2.0,none,10,0.8,17.519621295190976,False,3,0.0,4,(low-volume cell),
17229_2903,Forest Region Road,13.066448311111111,77.53195241666667,Jalahalli,12.667144253940082,1178,18,1.1111111111111112,none,2,6.0,19.432453827789143,False,1,0.0,18,(low-volume cell),
17235_2894,MS Ramaiah Road,13.026298166666669,77.56147370000001,Yeshwanthpura,12.643535422508345,1179,9,1.2222222222222223,none,13,1.5,16.86460445945917,False,4,0.0,9,(low-volume cell),
17228_2883,BTP214 - 5th Main Chamrajpet  Junction,12.975449825,77.52935528125,Vijayanagara,12.64302702398824,1180,16,1.3125,none,2,2.2857142857142856,16.36020801081659,False,5,0.0,16,(low-volume cell),
17251_2899,Thanisandra Main Road,13.04965740625,77.63003989375,Hennuru,12.601360357321571,1181,16,2.0,none,13,5.333333333333333,19.33153585385405,False,1,0.0,16,(low-volume cell),
17230_2901,SM Road,13.0548527,77.535823875,Jalahalli,12.570323569096958,1182,20,1.1,none,10,3.333333333333333,16.766950685552793,False,4,0.0,20,(low-volume cell),
17215_2901,Mumbai Bengaluru Highway,13.057581364285712,77.47070597857143,No Police Station,12.54920848492462,1183,14,1.0,none,2,1.5555555555555556,15.449895246099176,False,7,0.0,14,(low-volume cell),
17253_2865,Hosur Road,12.89417474670977,77.63899914874372,HSR Layout,12.539831718804638,1184,9,1.2222222222222223,none,3,2.25,18.12606957266478,False,2,0.0,9,(low-volume cell),
17256_2863,Unnamed area,12.8863523,77.6562061,Electronic City,12.5,1189,1,1.0,none,1,0.3333333333333333,19.17604062745312,False,1,0.0,1,(low-volume cell),
17277_2895,Sai Baba Ashram Road,13.0282733,77.7507203,Mahadevapura,12.5,1193,1,1.0,none,10,0.3333333333333333,19.17604062745312,False,1,0.0,1,(low-volume cell),
17225_2899,Pipeline Road,13.0496012,77.5168191,Chikkabanavara,12.5,1186,1,1.0,none,3,0.3333333333333333,19.17604062745312,False,1,0.0,1,(low-volume cell),
17216_2871,Kommaghatta Road,12.9234668,77.4728372,Kengeri,12.5,1185,1,1.0,none,4,0.3333333333333333,19.17604062745312,False,1,0.0,1,(low-volume cell),
17261_2858,1st Main Road,12.8611147,77.6748328,Electronic City,12.5,1190,1,2.0,none,4,0.3333333333333333,19.17604062745312,False,1,0.0,1,(low-volume cell),
17234_2908,Yelahanka Road,13.0901038,77.5566159,Yelahanka,12.5,1187,1,1.0,none,2,0.3333333333333333,19.17604062745312,False,1,0.0,1,(low-volume cell),
17269_2925,Road Number 1,13.1660467,77.711275,Chikkajala,12.5,1192,1,1.0,none,7,0.3333333333333333,19.17604062745312,False,1,0.0,1,(low-volume cell),
17237_2900,Jalageramma Temple Road,13.0522291,77.5681241,Kodigehalli,12.5,1188,1,1.0,none,5,0.3333333333333333,19.17604062745312,False,1,0.0,1,(low-volume cell),
17266_2892,MBT Road,13.0145364,77.7002886,K.R. Pura,12.5,1191,1,1.0,none,10,0.3333333333333333,19.17604062745312,False,1,0.0,1,(low-volume cell),
17217_2878,100 Feet Road,12.9516113,77.47775846666667,Jnanabharathi,12.451790592434598,1194,3,1.0,none,4,0.75,17.998807930114506,False,2,0.0,3,(low-volume cell),
17232_2873,BTP154 - Itmadu Junction,12.931217,77.545165075,Banashankari,12.404707793036708,1195,4,1.375,none,11,1.0,17.93075070919645,False,2,0.0,4,(low-volume cell),
17256_2902,Doddagubbi Road,13.060428581132076,77.65212531132075,Hennuru,12.37298994628368,1196,53,1.0,none,11,8.833333333333334,16.50373684669459,True,4,0.0,53,(low-volume cell),
17262_2876,Bellandur Road,12.9442735,77.68021562499999,HAL Old Airport,12.371374459703372,1197,4,1.0,none,2,0.8,17.104837058068814,False,3,0.0,4,(low-volume cell),
17242_2895,5th Main Road,13.028589766666665,77.59245093333332,R.T. Nagar,12.34067948132349,1198,3,2.0,none,12,0.6,17.06239774743288,False,3,0.0,3,(low-volume cell),
17244_2867,BTP130 - GD Mara Junction,12.90434592,77.60160759,J.P. Nagar,12.324320757386372,1199,10,1.4,none,5,1.25,15.532646834345048,False,6,0.0,10,(low-volume cell),
17255_2864,Kudlu Road,12.889052430594552,77.64936436955777,Electronic City,12.323072120459338,1200,5,1.4,none,2,1.25,17.81274801873532,False,2,0.0,5,(low-volume cell),
17267_2942,Bengaluru Bellary Road,13.24218082857143,77.70400994285716,Devanahalli Airport,12.295644676932692,1201,7,1.0,none,3,1.4,17.00013199082227,False,3,0.0,7,(low-volume cell),
17232_2867,Subramanyapura Main Road,12.9024969,77.5445161,K.S. Layout,12.249059305802518,1203,2,2.0,none,3,0.6666666666666666,18.791076711692146,False,1,0.0,2,(low-volume cell),
17224_2893,3rd Main Road,13.0227202,77.50995725,Peenya,12.249059305802518,1202,2,2.0,none,3,0.5,17.705764013062705,False,2,0.0,2,(low-volume cell),
17277_2879,Whitefield Main Road,12.9592181375,77.74677445,Whitefield,12.222131426261855,1204,8,1.75,none,11,1.3333333333333333,16.302513914619894,False,4,0.0,8,(low-volume cell),
17244_2876,BTP134 - Mico Bande,12.945973533333332,77.60222313333334,Adugodi,12.207346147990156,1205,3,2.0,none,3,0.75,17.645468498931635,False,2,0.0,3,(low-volume cell),
17252_2909,Thanisandra Main Road,13.092318066666666,77.635825,Hennuru,12.207346147990153,1206,3,2.0,none,10,1.0,18.727085254979404,False,1,0.0,3,(low-volume cell),
17252_2863,Unnamed Road,12.884902922278885,77.63543179509763,Hulimavu,12.20397038968652,1207,14,1.1428571428571428,none,4,4.666666666666667,18.721906560709087,False,1,0.0,14,(low-volume cell),
17267_2892,MBT Road,13.017360095238097,77.70461603809524,K.R. Pura,12.2030954768051,1208,21,1.4761904761904765,none,13,3.5,16.277122776194563,False,4,0.0,21,(low-volume cell),
17262_2889,Old Madras Road,13.002723141666666,77.68192235833334,K.R. Pura,12.192339960942697,1209,12,1.125,none,8,2.4,16.857301431445496,False,3,0.0,12,(low-volume cell),
17267_2932,Airport City Avenue,13.196378457692306,77.70488743846154,Devanahalli Airport,12.18622918774684,1210,26,1.0,none,11,4.333333333333333,16.25462564353655,False,4,0.0,26,(low-volume cell),
17242_2889,Jayamahal Main Road,13.004595016666665,77.59340563333333,Sadashivanagar,12.163918115304286,1211,6,1.8333333333333333,none,8,1.2,16.818004986243057,False,3,0.0,6,(low-volume cell),
17234_2894,1st Main Road,13.02429165,77.55725095,Yeshwanthpura,12.115725972469184,1212,2,2.0,none,6,0.6666666666666666,18.586532278332644,False,1,0.0,2,(low-volume cell),
17272_2882,Nallurahalli Main Road,12.97207615,77.7269931,Whitefield,12.115725972469184,1214,2,2.0,none,8,0.6666666666666666,18.586532278332644,False,1,0.0,2,(low-volume cell),
17240_2865,Puttenahalli Main Road,12.8965804,77.5818931,J.P. Nagar,12.115725972469184,1213,2,2.0,none,15,0.6666666666666666,18.586532278332644,False,1,0.0,2,(low-volume cell),
17236_2871,17th Main Road,12.923035399999998,77.5657006,Banashankari,12.07401281465682,1215,3,2.0,none,5,1.0,18.522540821619906,False,1,0.0,3,(low-volume cell),
17249_2904,80 Feet Road,13.069943883333332,77.62294298333333,Hennuru,12.063918115304284,1216,6,1.1666666666666667,none,6,1.5,17.438146219220663,False,2,0.0,6,(low-volume cell),
17237_2872,"BTP114 - KR Road Junction, Near JSS",12.92494222,77.56938024,Banashankari,12.056405453792674,1217,5,2.0,none,5,1.0,16.66935646195617,False,3,0.0,5,(low-volume cell),
17244_2889,VP Deenadayalu Naidu Road,13.00174328,77.59915065333333,R.T. Nagar,12.055371777303796,1218,15,1.0666666666666669,none,1,1.875,15.19368377047183,False,6,0.0,15,(low-volume cell),
17273_2886,Whitefield Road,12.98839534375,77.72983233125,Mahadevapura,12.047193690654908,1219,16,1.0625,none,3,3.2,16.65662014813734,False,3,0.0,16,(low-volume cell),
17219_2889,Andhrahalli Main Road,13.003319071428573,77.4879694,Kamakshipalya,12.009930391218404,1220,7,1.7857142857142858,none,4,2.333333333333333,18.424233049191045,False,1,0.0,7,(low-volume cell),
17250_2873,7th Cross Road,12.930103814285715,77.62903347142857,Adugodi,11.98612086740888,1221,7,1.6428571428571428,none,3,1.4,16.572180000140673,False,3,0.0,7,(low-volume cell),
17244_2888,VP Deenadayalu Naidu Road,12.999334033333334,77.6002093,R.T. Nagar,11.945117738720477,1222,12,1.1666666666666667,none,6,2.0,15.933018665535933,False,4,0.0,12,(low-volume cell),
17242_2874,8th Main Road,12.936448775,77.5924028,Wilson Garden,11.921374459703372,1223,4,1.875,none,6,0.8,16.482660702385576,False,3,0.0,4,(low-volume cell),
17255_2854,3rd Cross Road,12.845139666666666,77.64839686666667,Electronic City,11.874012814656822,1224,3,1.6666666666666667,none,14,0.75,17.16364200186408,False,2,0.0,3,(low-volume cell),
17238_2872,"BTP114 - KR Road Junction, Near JSS",12.924811137268732,77.57509186381975,Banashankari,11.804403428880164,1225,34,1.5,none,11,6.8,16.320934903100916,False,3,0.0,34,(low-volume cell),
17261_2929,Unnamed Road,13.1829207,77.6774893,Chikkajala,11.80067329427603,1226,12,1.0,none,4,3.0,17.057631229259005,False,2,0.0,12,(low-volume cell),
17237_2897,3rd Main Road,13.038827375,77.5688686,Kodigehalli,11.796374459703376,1227,4,1.75,none,11,0.8,16.309833936918015,False,3,0.0,4,(low-volume cell),
17236_2881,"BTP089 - Police Quarters, Sultan Road",12.96746983931856,77.56443136517669,Chamarajpet,11.795644676932689,1228,7,1.9285714285714288,none,3,1.4,16.308824928951996,False,3,0.0,7,(low-volume cell),
17239_2904,3rd Main Road,13.068725325,77.579357325,Kodigehalli,11.779707793036703,1229,4,2.0,none,11,1.0,17.02732602719477,False,2,0.0,4,(low-volume cell),
17220_2891,13th Cross Road,13.0139214,77.4919489,Kamakshipalya,11.771374459703374,1230,4,1.5,none,3,1.3333333333333333,18.058268390418878,False,1,0.0,4,(low-volume cell),
17259_2885,Kaggadaspura Main Road,12.98527545,77.6672633,Banaswadi,11.74905930580252,1231,2,1.5,none,6,0.5,16.983024267461374,False,2,0.0,2,(low-volume cell),
17218_2885,Magadi Main Road,12.98523155,77.48338009999999,Kamakshipalya,11.736140337526509,1232,6,1.6666666666666667,none,11,1.0,15.654273750104457,False,4,0.0,6,(low-volume cell),
17267_2933,Cargo Road,13.1993459875,77.703379575,Devanahalli Airport,11.70468454451238,1233,32,1.0,none,11,4.571428571428571,15.145983116692472,False,5,0.0,32,(low-volume cell),
17246_2904,KV Jairam Road,13.07145395,77.60754321666667,Hebbala,11.663918115304282,1234,6,1.1666666666666667,poi_metro,12,2.0,17.893421412348907,False,1,0.0,6,(low-volume cell),
17254_2864,Kudlu Road,12.890500548925402,77.64542914078706,HSR Layout,11.618457259101266,1235,3,1.0,none,4,0.6,16.063843102509157,False,3,0.0,3,(low-volume cell),
17255_2892,80 Feet Road,13.014575966666667,77.64919666666667,Banaswadi,11.618457259101266,1236,3,1.0,none,8,0.6,16.063843102509157,False,3,0.0,3,(low-volume cell),
17243_2866,Rose Garden Road,12.9012485,77.59361612777778,J.P. Nagar,11.613440550236382,1237,18,1.0,none,3,6.0,17.81598462526755,False,1,0.0,18,(low-volume cell),
17270_2944,Bangalore Bellary Road,13.248640223529412,77.7156374117647,Devanahalli Airport,11.573595221310836,1238,17,1.0,none,5,1.8888888888888888,14.248773857316344,False,7,0.0,17,(low-volume cell),
17226_2898,SM Road,13.041631414285714,77.51855004285714,Chikkabanavara,11.562311343599356,1239,7,1.0714285714285714,none,2,1.0,14.96175071904882,False,5,0.0,7,(low-volume cell),
17234_2905,Vidyaranyapura Main Road,13.0729728,77.55672086666667,Yelahanka,11.507346147990155,1240,3,2.0,none,12,1.0,17.65322697984203,False,1,0.0,3,(low-volume cell),
17220_2885,Magadi Main Road,12.9868368,77.4912802,Kamakshipalya,11.5,1241,1,2.5,none,4,0.3333333333333333,17.64195737725687,False,1,0.0,1,(low-volume cell),
17257_2871,Outer Ring Road,12.9230219,77.6566549,Bellandur,11.5,1242,1,2.5,none,5,0.3333333333333333,17.64195737725687,False,1,0.0,1,(low-volume cell),
17262_2878,Ramesh Nagar Main Road,12.95483525,77.68019488,HAL Old Airport,11.457654090719704,1243,10,1.5,none,14,2.0,15.841514370762582,False,3,0.0,10,(low-volume cell),
17256_2868,20th Cross Road,12.9091933,77.65201,HSR Layout,11.447251448637616,1244,6,1.5,none,12,2.0,17.56103670813972,False,1,0.0,6,(low-volume cell),
17226_2875,Mysore Road,12.9379406,77.52111527142857,Byatarayanapura,11.400406581694591,1245,7,1.0,none,11,1.4,15.762363156235496,False,3,0.0,7,(low-volume cell),
17222_2881,60 Feet Road,12.968009842857144,77.50185572857143,Jnanabharathi,11.395644676932688,1246,7,1.1428571428571428,none,11,1.75,16.47217066953903,False,2,0.0,7,(low-volume cell),
17234_2904,Vidyaranyapura Main Road,13.070401716666666,77.55586584999999,Yelahanka,11.38058478197095,1247,6,2.0,none,12,1.5,16.45040190023217,False,2,0.0,6,(low-volume cell),
17238_2892,Sir CV Raman Road,13.014537235714286,77.57413189285714,Sadashivanagar,11.377779913496047,1248,14,1.2857142857142858,none,7,1.75,14.33969795449544,False,6,0.0,14,(low-volume cell),
